749.349;1476.57
749.349;1476.57
746.153;1469.29
746.153;1469.29
742.14;1460.14
737.328;1449.16
737.328;1449.16
748.119;1430.4
716.192;1399.38
748.968;1432.47
749.827;1434.57
750.683;1436.66
750.683;1436.66
751.544;1438.76
751.544;1438.76
752.406;1440.87
752.406;1440.87
753.255;1442.94
753.255;1442.94
754.117;1445.05
754.117;1445.05
754.979;1447.16
754.979;1447.16
755.837;1449.25
755.837;1449.25
756.696;1451.35
756.696;1451.35
757.557;1453.46
757.557;1453.46
758.418;1455.56
758.418;1455.56
759.276;1457.66
759.276;1457.66
760.133;1459.75
760.133;1459.75
760.985;1461.83
760.985;1461.83
761.841;1463.93
761.841;1463.93
762.699;1466.03
762.699;1466.03
763.554;1468.12
763.554;1468.12
764.416;1470.23
764.416;1470.23
765.273;1472.33
765.273;1472.33
666.615;1532.07
661.899;1524.64
661.899;1524.64
656.055;1515.43
656.055;1515.43
649.395;1504.94
649.395;1504.94
643.489;1495.63
642.588;1500.18
642.588;1500.18
647.241;1507.51
647.241;1507.51
652.98;1516.55
652.98;1516.55
659.581;1526.95
748.812;1475.35
659.581;1526.95
748.812;1475.35
745.461;1467.71
745.461;1467.71
741.338;1458.31
736.452;1447.17
714.946;1396.28
734.764;1451.28
734.764;1451.28
745.462;1475.68
745.462;1475.68
727.799;1372.27
726.168;1368.28
725.351;1366.28
724.53;1364.27
724.53;1364.27
769.872;1516.07
769.872;1516.07
714.142;1402.85
748.711;1475.12
748.711;1475.12
745.464;1467.72
712.666;1399.19
745.464;1467.72
741.474;1458.62
732.806;1446.82
741.25;1466.07
741.25;1466.07
744.335;1473.11
744.335;1473.11
736.273;1454.72
736.273;1454.72
740.266;1463.83
715.233;1397
740.266;1463.83
715.233;1397
743.051;1470.18
743.051;1470.18
746.516;1478.08
746.516;1478.08
769.942;1516.19
769.942;1516.19
765.907;1515.67
765.907;1515.67
713.391;1400.99
734.658;1451.04
734.658;1451.04
742.094;1468
745.407;1475.56
745.407;1475.56
