876.926;1641.19
876.926;1641.19
867.657;1631.31
867.657;1631.31
829.092;1593.26
829.092;1593.26
820.197;1583.06
820.197;1583.06
686.543;1325.75
686.543;1325.75
688.805;1331.41
688.805;1331.41
684.994;1321.97
684.994;1321.97
689.09;1332.11
689.09;1332.11
683.899;1319.29
683.899;1319.29
682.757;1324.95
682.757;1324.95
757.362;1249.32
757.362;1249.32
827.527;1596.35
827.527;1596.35
863.07;1631.09
863.07;1631.09
871.566;1640.15
871.566;1640.15
880.093;1649.22
880.093;1649.22
685.056;1322.12
685.056;1322.12
877.246;1641.53
877.246;1641.53
867.799;1631.46
867.799;1631.46
706.581;1320.4
705.154;1318.89
705.154;1318.89
703.357;1317.67
701.546;1316.5
828.527;1592.62
828.527;1592.62
699.519;1315.79
699.519;1315.79
609.334;1394.03
609.334;1394.03
680.067;1318.37
695.373;1314.92
680.067;1318.37
693.251;1315.23
681.887;1322.82
693.251;1315.23
681.887;1322.82
691.158;1315.94
684.414;1329.05
691.158;1315.94
684.414;1329.05
689.081;1316.67
689.081;1316.67
686.153;1318.14
686.153;1318.14
683.349;1322.39
683.349;1322.39
684.552;1329.4
684.552;1329.4
878.262;1642.61
878.262;1642.61
866.671;1630.26
866.671;1630.26
830.387;1594.75
830.387;1594.75
681.878;1322.8
681.878;1322.8
686.267;1333.67
686.267;1333.67
689.441;1332.99
689.441;1332.99
684.257;1320.17
684.257;1320.17
683.65;1327.13
826.252;1594.88
683.65;1327.13
826.252;1594.88
866.093;1634.31
866.093;1634.31
826.973;1595.71
875.69;1644.54
826.973;1595.71
875.69;1644.54
689.143;1332.25
825.092;1593.55
869.725;1638.19
689.143;1332.25
825.092;1593.55
869.725;1638.19
684.45;1320.64
877.986;1646.98
684.45;1320.64
877.986;1646.98
686.837;1326.47
686.837;1326.47
825.093;1593.55
825.093;1593.55
