1762.99;1621.53
1762.99;1621.53
1771.37;1620.94
1771.37;1620.94
1779.73;1620.36
1779.73;1620.36
1788.09;1619.77
1788.09;1619.77
1796.47;1619.3
1796.47;1619.3
1804.84;1618.99
1804.84;1618.99
1813.23;1618.68
1813.23;1618.68
2186.47;1535.79
2186.47;1535.79
2190.13;1537.26
2190.13;1537.26
2178.51;1486.09
2178.51;1486.09
2162.03;1422.55
2162.03;1422.55
2158.36;1420.65
2158.36;1420.65
2159.39;1425.54
2159.39;1425.54
2160.7;1428.53
2160.7;1428.53
2162.68;1427.73
2162.68;1427.73
2162.47;1424.63
2162.47;1424.63
2161.42;1419.64
2161.42;1419.64
2158.62;1421.85
2158.62;1421.85
2190.88;1540.3
2190.88;1540.3
1824.13;1615.05
1824.13;1615.05
1812.88;1615.49
1812.88;1615.49
1801.62;1615.91
1801.62;1615.91
1790.37;1616.4
1790.37;1616.4
1779.11;1617.19
1779.11;1617.19
1767.87;1617.97
1767.87;1617.97
2163.46;1429.1
2163.46;1429.1
2161.69;1420.91
2161.69;1420.91
2159.1;1424.16
2159.1;1424.16
1821.97;1615.14
1821.97;1615.14
1812.72;1615.5
1812.72;1615.5
2158.29;1420.28
2186.69;1536.7
1803.5;1615.84
2158.29;1420.28
2186.69;1536.7
1803.5;1615.84
2160.16;1429.02
1794.28;1616.18
2160.16;1429.02
1794.28;1616.18
1785.07;1616.77
1785.07;1616.77
1775.84;1617.42
1775.84;1617.42
1766.61;1618.06
1766.61;1618.06
2186.68;1536.67
2186.68;1536.67
1758.56;1621.84
1758.56;1621.84
1768.47;1621.15
1768.47;1621.15
1778.35;1620.46
1778.35;1620.46
1788.25;1619.76
1788.25;1619.76
1798.14;1619.24
1798.14;1619.24
1808.05;1618.87
1808.05;1618.87
2159.44;1425.76
2159.44;1425.76
2187.73;1540.88
2187.73;1540.88
