2180.58;673.854
2180.58;673.854
2178.18;665.266
2178.18;665.266
2175.28;654.867
2175.28;654.867
2172.1;643.522
2172.1;643.522
1964.77;877.056
1964.77;877.056
1978.51;818.424
1978.51;818.424
1978.38;808.162
1978.38;808.162
1978.06;797.888
1978.06;797.888
1977.74;787.638
1977.74;787.638
1977.16;777.386
1977.16;777.386
1976.31;767.174
1969.77;877.402
1976.31;767.174
1969.77;877.402
1972.18;757.842
1972.18;757.842
1967.32;748.794
1967.32;748.794
1962.85;740.466
1962.85;740.466
1959.7;733.872
2187.06;1015.19
1959.7;733.872
2187.06;1015.19
1955.73;725.595
1955.73;725.595
1952.09;716.056
1952.09;716.056
1950.17;705.985
2059.03;387.771
1950.17;705.985
2059.03;387.771
1950.06;697.837
2045.58;391.991
1950.06;697.837
1949.23;690.483
1949.23;690.483
2032.11;396.216
1942.7;683.822
2018.51;400.023
1942.7;683.822
1932.84;678.124
2004.93;403.77
1932.84;678.124
2004.93;403.77
1922.95;672.405
1991.33;407.523
1922.95;672.405
1991.33;407.523
1916.56;666.966
1977.75;411.27
2171.33;393.396
1916.56;666.966
1977.75;411.27
2171.33;393.396
1910.62;657.61
1910.62;657.61
1906.23;650.708
1950.57;418.771
2151.75;380.546
1906.23;650.708
1902.21;644.401
1936.96;422.527
2141.93;374.265
1902.21;644.401
1936.96;422.527
2141.93;374.265
1897.11;636.377
2133.07;368.816
1897.11;636.377
1923.35;426.281
2133.07;368.816
1890.92;626.627
1909.76;430.031
1890.92;626.627
1909.76;430.031
1882.5;616.075
1882.5;616.075
1896.17;433.78
1872.83;604.361
1882.57;437.534
1872.83;604.361
1882.57;437.534
1863.01;592.454
1868.97;441.286
1863.01;592.454
1853.18;580.552
1855.35;445.044
1853.18;580.552
1843.36;568.649
1843.36;568.649
1841.63;448.34
1833.54;556.749
1827.84;451.29
2061.13;387.113
1833.54;556.749
1827.84;451.29
2061.13;387.113
1821.73;547.016
1814.05;454.24
2049.89;390.638
1821.73;547.016
2049.89;390.638
1808.98;538.308
2038.65;394.165
1800.24;457.195
1808.98;538.308
2038.65;394.165
1800.24;457.195
